0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0.0013502220690046673,0.005400888276018668,0.012134957918822666,0.02139906467744257,0.03249649487716673,0.04339856052623871,0.05048647832197234,0.05048647832197233,0.04339856052623871,0.03249649487716672,0.021399064677442556,0.012134957918822659,0.0054008882760186675,0.0013502220690046669,0.0013502220690046673,0.005400888276018668,0.012134957918822664,0.02139906467744257,0.03249649487716673,0.04339856052623872,0.05048647832197237,0.05048647832197236,0.04339856052623872,0.032496494877166736,0.021399064677442573,0.012134957918822666,0.005400888276018669,0.0013502220690046677,0.0013502220690046669,0.005400888276018667,0.012134957918822657,0.02139906467744256,0.03249649487716673,0.04339856052623873,0.05048647832197237,0.050486478321972374,0.04339856052623874,0.03249649487716675,0.021399064677442573,0.012134957918822666,0.005400888276018668,0.0013502220690046677
0.001880611675480827,0.007568925528097973,0.017261070888369322,0.03120689804063493,0.04873593782527592,0.06552511765358322,0.07315126068442056,0.0667272058183306,0.051066450415248765,0.034487039895356335,0.021149696472364764,0.011496752470132524,0.005008916191542094,0.0012420047465666669,0.001880611675480827,0.00747596787574864,0.016517409669574653,0.028102320366220616,0.039964062068353755,0.04827193740598968,0.049589683231318876,0.04379538148443993,0.034057298619051546,0.02388079328645537,0.015159458018982696,0.008437731300127739,0.0037236582211861388,0.0009280497849665088,0.0012420047465666669,0.004927121780991238,0.010842397185725678,0.018391226029666988,0.02634105345456845,0.03276374867396805,0.0356360793715652,0.03401925934175898,0.028706810389591074,0.021570082732990586,0.01438478913678542,0.008254385999006072,0.0037007400585459295,0.0009280497849665088
0.0012420047465666669,0.005008916191542095,0.011496752470132529,0.021149696472364775,0.034487039895356335,0.05106645041524876,0.0667272058183306,0.07315126068442054,0.06552511765358321,0.04873593782527589,0.0312068980406349,0.01726107088836931,0.007568925528097968,0.001880611675480826,0.0012420047465666669,0.004927121780991238,0.010842397185725682,0.018391226029666998,0.026341053454568452,0.03276374867396805,0.035636079371565196,0.034019259341758964,0.028706810389591057,0.021570082732990575,0.014384789136785417,0.00825438599900607,0.00370074005854593,0.0009280497849665087,0.001880611675480826,0.007475967875748634,0.01651740966957464,0.028102320366220596,0.03996406206835374,0.04827193740598968,0.049589683231318876,0.043795381484439934,0.03405729861905156,0.023880793286455378,0.015159458018982698,0.008437731300127737,0.0037236582211861375,0.0009280497849665087
0.0018806116754808268,0.007475967875748639,0.016517409669574653,0.02810232036622062,0.03996406206835375,0.048271937405989666,0.049589683231318855,0.04379538148443991,0.03405729861905154,0.023880793286455357,0.015159458018982682,0.008437731300127736,0.003723658221186137,0.0009280497849665084,0.0018806116754808268,0.007568925528097972,0.017261070888369322,0.03120689804063493,0.04873593782527591,0.06552511765358322,0.0731512606844206,0.06672720581833062,0.05106645041524878,0.034487039895356356,0.021149696472364782,0.011496752470132529,0.005008916191542096,0.0012420047465666673,0.0009280497849665084,0.003700740058545928,0.008254385999006068,0.01438478913678541,0.021570082732990572,0.02870681038959106,0.03401925934175897,0.03563607937156521,0.032763748673968064,0.026341053454568466,0.018391226029667,0.010842397185725683,0.004927121780991239,0.0012420047465666673
0.0009280497849665085,0.0037236582211861375,0.008437731300127737,0.015159458018982691,0.02388079328645536,0.03405729861905153,0.0437953814844399,0.04958968323131884,0.04827193740598966,0.039964062068353734,0.0281023203662206,0.016517409669574646,0.007475967875748637,0.0018806116754808261,0.0009280497849665085,0.0037007400585459295,0.00825438599900607,0.014384789136785413,0.02157008273299057,0.028706810389591057,0.03401925934175897,0.035636079371565196,0.03276374867396806,0.02634105345456846,0.018391226029667,0.010842397185725682,0.00492712178099124,0.001242004746566667,0.0018806116754808261,0.007568925528097969,0.01726107088836931,0.031206898040634912,0.04873593782527592,0.06552511765358324,0.0731512606844206,0.06672720581833064,0.05106645041524881,0.03448703989535636,0.021149696472364782,0.011496752470132529,0.005008916191542095,0.001242004746566667
0.0012420047465666667,0.00492712178099124,0.010842397185725683,0.018391226029666998,0.026341053454568455,0.032763748673968036,0.03563607937156518,0.03401925934175896,0.028706810389591046,0.02157008273299056,0.014384789136785404,0.008254385999006068,0.003700740058545929,0.0009280497849665084,0.0012420047465666667,0.005008916191542095,0.011496752470132529,0.021149696472364775,0.03448703989535634,0.05106645041524879,0.06672720581833064,0.07315126068442059,0.06552511765358324,0.04873593782527593,0.031206898040634933,0.01726107088836932,0.007568925528097973,0.001880611675480827,0.0009280497849665084,0.003723658221186137,0.008437731300127734,0.015159458018982688,0.023880793286455364,0.03405729861905155,0.043795381484439934,0.04958968323131888,0.0482719374059897,0.03996406206835377,0.028102320366220627,0.016517409669574653,0.007475967875748638,0.001880611675480827
0.0009280497849665085,0.00370074005854593,0.00825438599900607,0.014384789136785413,0.02157008273299057,0.028706810389591043,0.03401925934175895,0.035636079371565176,0.032763748673968036,0.02634105345456844,0.018391226029666984,0.010842397185725678,0.004927121780991239,0.0012420047465666667,0.0009280497849665085,0.0037236582211861383,0.008437731300127737,0.015159458018982691,0.02388079328645536,0.034057298619051546,0.04379538148443993,0.04958968323131887,0.04827193740598969,0.039964062068353755,0.028102320366220616,0.01651740966957465,0.0074759678757486394,0.001880611675480827,0.0012420047465666667,0.005008916191542094,0.011496752470132524,0.02114969647236477,0.03448703989535635,0.051066450415248786,0.06672720581833064,0.0731512606844206,0.06552511765358326,0.048735937825275945,0.031206898040634933,0.017261070888369322,0.007568925528097972,0.001880611675480827
0.0015310110461362293,0.006227215862713461,0.014608521529968287,0.0280231923968953,0.04877233005236914,0.07797363626782437,0.10372389520179105,0.10372389520179105,0.07797363626782439,0.04877233005236914,0.02802319239689528,0.014608521529968279,0.006227215862713459,0.001531011046136229,0.0015310110461362293,0.00602087250637637,0.012957774679271566,0.021066329624916738,0.028253602489031738,0.03227663580656051,0.03198570172032788,0.02800011950864293,0.022051079499225835,0.015794376859630296,0.010224919595432286,0.005770262067092548,0.002566009791725143,0.0006415024479312858,0.001531011046136229,0.006020872506376369,0.01295777467927156,0.021066329624916724,0.02825360248903173,0.03227663580656051,0.03198570172032788,0.028000119508642937,0.022051079499225842,0.0157943768596303,0.010224919595432286,0.0057702620670925485,0.002566009791725143,0.0006415024479312858
0.0028070807374762506,0.011228322949905,0.02513993299631386,0.043427768107951216,0.06138658489719851,0.07033238297464364,0.06522702062208391,0.050801129198578224,0.0353153146045147,0.02286485681741313,0.01379660260573494,0.007457716001510639,0.003243523505963345,0.0008038839192836768,0.0028070807374762506,0.011228322949905,0.025139932996313855,0.043427768107951216,0.061386584897198504,0.07033238297464363,0.06522702062208395,0.05080112919857825,0.03531531460451471,0.022864856817413143,0.013796602605734953,0.0074577160015106446,0.003243523505963346,0.000803883919283677,0.0008038839192836768,0.0031875478483060684,0.007009910740252427,0.011900277147225346,0.017152938850461222,0.021712941519850003,0.024400380036049347,0.02440038003604935,0.021712941519850013,0.017152938850461236,0.011900277147225356,0.007009910740252432,0.0031875478483060693,0.000803883919283677
0.0008038839192836767,0.0032435235059633445,0.00745771600151064,0.013796602605734946,0.022864856817413126,0.03531531460451468,0.0508011291985782,0.06522702062208388,0.0703323829746436,0.06138658489719847,0.043427768107951174,0.025139932996313844,0.011228322949904996,0.002807080737476249,0.0008038839192836767,0.003187547848306068,0.007009910740252428,0.011900277147225347,0.017152938850461222,0.02171294151985,0.02440038003604934,0.02440038003604934,0.021712941519850003,0.017152938850461225,0.011900277147225349,0.007009910740252428,0.0031875478483060684,0.0008038839192836771,0.002807080737476249,0.011228322949904992,0.025139932996313834,0.04342776810795118,0.06138658489719849,0.07033238297464364,0.06522702062208394,0.050801129198578245,0.03531531460451471,0.022864856817413147,0.013796602605734953,0.007457716001510641,0.003243523505963345,0.0008038839192836771
